                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 2.6482,                 3.2089,                 1.5563,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00802,                0.00802,                0.00802
                     17,                 2.4549,                 2.9372,                 1.4269,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007888,               0.007888,               0.007888
                     18,                 2.5119,                 2.9674,                 1.4169,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007756,               0.007756,               0.007756
                     19,                 2.5042,                 2.8659,                 1.4306,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007624,               0.007624,               0.007624
                     20,                 2.3793,                  2.707,                 1.4054,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007492,               0.007492,               0.007492
                     21,                 2.3481,                 2.7317,                 1.4209,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00736,                0.00736,                0.00736
                     22,                 2.6108,                 2.9465,                 1.4605,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007228,               0.007228,               0.007228
                     23,                 2.4248,                 2.7767,                 1.4126,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007096,               0.007096,               0.007096
                     24,                 2.4988,                 2.8331,                 1.4217,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006964,               0.006964,               0.006964
                     25,                 2.3673,                  2.683,                 1.4319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006832,               0.006832,               0.006832
                     26,                  2.327,                 2.6337,                 1.3793,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0067,                 0.0067,                 0.0067
                     27,                  2.344,                 2.6792,                 1.4322,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006568,               0.006568,               0.006568
                     28,                  2.372,                 2.7195,                 1.4064,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006436,               0.006436,               0.006436
                     29,                 2.4205,                 2.7805,                 1.3914,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006304,               0.006304,               0.006304
                     30,                 2.3028,                 2.6746,                 1.4021,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006172,               0.006172,               0.006172
                     31,                 2.2063,                 2.4928,                 1.3895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00604,                0.00604,                0.00604
                     32,                  2.314,                 2.7078,                 1.3742,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005908,               0.005908,               0.005908
                     33,                 2.3697,                 2.6328,                 1.3851,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005776,               0.005776,               0.005776
                     34,                 2.3011,                 2.6669,                 1.4116,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005644,               0.005644,               0.005644
                     35,                 2.2654,                 2.5084,                 1.3808,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005512,               0.005512,               0.005512
                     36,                 2.3476,                 2.7224,                 1.3872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00538,                0.00538,                0.00538
                     37,                 2.3013,                 2.5368,                 1.3468,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005248,               0.005248,               0.005248
                     38,                 2.2133,                 2.5292,                 1.3527,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005116,               0.005116,               0.005116
                     39,                 2.2016,                 2.4369,                 1.3332,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004984,               0.004984,               0.004984
                     40,                 2.3218,                 2.5628,                 1.3559,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004852,               0.004852,               0.004852
                     41,                   2.29,                 2.5838,                  1.377,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00472,                0.00472,                0.00472
                     42,                 2.2081,                 2.4963,                 1.3179,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004588,               0.004588,               0.004588
                     43,                 2.2669,                 2.5387,                 1.3865,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004456,               0.004456,               0.004456
                     44,                 2.1084,                 2.3392,                 1.3121,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004324,               0.004324,               0.004324
                     45,                 2.2467,                 2.4689,                 1.3472,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004192,               0.004192,               0.004192
                     46,                 2.2349,                  2.522,                 1.3736,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00406,                0.00406,                0.00406
                     47,                 2.1656,                 2.3478,                  1.303,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003928,               0.003928,               0.003928
                     48,                 2.1462,                 2.3746,                 1.2908,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003796,               0.003796,               0.003796
                     49,                  2.191,                 2.4341,                 1.3993,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003664,               0.003664,               0.003664
                     50,                 2.1439,                 2.2792,                 1.3518,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003532,               0.003532,               0.003532
                     51,                 2.2172,                 2.4013,                 1.3316,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0034,                 0.0034,                 0.0034
                     52,                 2.1745,                 2.3758,                 1.3163,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003268,               0.003268,               0.003268
                     53,                 2.1197,                 2.3839,                 1.3288,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003136,               0.003136,               0.003136
                     54,                 2.1393,                 2.2844,                 1.2909,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003004,               0.003004,               0.003004
                     55,                 2.0939,                 2.3625,                  1.298,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002872,               0.002872,               0.002872
                     56,                 2.1745,                 2.4108,                 1.3234,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00274,                0.00274,                0.00274
                     57,                 2.1135,                 2.3973,                 1.3025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002608,               0.002608,               0.002608
                     58,                 2.1511,                 2.3197,                 1.3133,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002476,               0.002476,               0.002476
                     59,                 1.9949,                 2.1566,                 1.2502,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002344,               0.002344,               0.002344
                     60,                 1.9659,                 2.1537,                 1.2581,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002212,               0.002212,               0.002212
                     61,                 2.2069,                 2.4537,                 1.3261,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00208,                0.00208,                0.00208
                     62,                   1.99,                 2.1113,                 1.2387,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001948,               0.001948,               0.001948
                     63,                 1.9731,                 2.1603,                 1.2603,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001816,               0.001816,               0.001816
                     64,                 2.0312,                 2.2194,                 1.2646,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001684,               0.001684,               0.001684
                     65,                  1.877,                 2.2161,                 1.1872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001552,               0.001552,               0.001552
                     66,                 1.8861,                 2.3095,                 1.2544,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00142,                0.00142,                0.00142
                     67,                 2.0562,                 3.1003,                 1.3368,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001288,               0.001288,               0.001288
                     68,                 1.8572,                 2.2945,                 1.2323,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001156,               0.001156,               0.001156
                     69,                 1.8201,                 2.1301,                  1.184,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001024,               0.001024,               0.001024
                     70,                 1.7892,                 2.1147,                  1.216,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000892,               0.000892,               0.000892
                     71,                 1.8752,                 2.1761,                 1.2664,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00076,                0.00076,                0.00076
                     72,                 1.8404,                 3.3747,                 1.2595,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000628,               0.000628,               0.000628
                     73,                 1.7559,                 1.9436,                 1.1933,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000496,               0.000496,               0.000496
                     74,                 1.8462,                 2.0718,                 1.2598,                0.40879,                0.13173,                0.16817,                0.11614,                 1.4568,                 2.2775,                  1.062,               0.000364,               0.000364,               0.000364
