                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1624,                 26.152,                 1.6836,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.07075,                0.00325,                0.00325
                      1,                 1.8357,                  6.413,                 1.4534,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.040741,               0.006574,               0.006574
                      2,                 1.5268,                 4.2382,                 1.3772,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010722,              0.0098886,              0.0098886
                      3,                 1.4566,                 3.2473,                  1.211,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0099576,              0.0099576,              0.0099576
                      4,                 1.6011,                 3.5465,                 1.4266,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0099576,              0.0099576,              0.0099576
                      5,                 1.5221,                 3.3567,                 1.3108,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0099434,              0.0099434,              0.0099434
                      6,                 1.4696,                 3.1862,                 1.2551,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0099293,              0.0099293,              0.0099293
                      7,                 1.4543,                 2.3332,                 1.1927,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0099151,              0.0099151,              0.0099151
                      8,                   1.36,                 2.4972,                 1.1837,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009901,               0.009901,               0.009901
                      9,                 1.2878,                 2.2192,                  1.134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0098869,              0.0098869,              0.0098869
                     10,                 1.3541,                 2.0336,                 1.1731,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0098727,              0.0098727,              0.0098727
                     11,                 1.3388,                 2.3681,                 1.1762,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0098586,              0.0098586,              0.0098586
                     12,                 1.2437,                 2.0401,                 1.0776,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0098444,              0.0098444,              0.0098444
                     13,                 1.2788,                 1.8573,                 1.1768,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0098303,              0.0098303,              0.0098303
                     14,                 1.2423,                 1.7141,                  1.131,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0098161,              0.0098161,              0.0098161
                     15,                 1.2552,                 1.6682,                 1.1603,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009802,               0.009802,               0.009802
                     16,                  1.165,                 1.4421,                 1.0676,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097879,              0.0097879,              0.0097879
                     17,                 1.2518,                 1.5436,                 1.1474,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097737,              0.0097737,              0.0097737
                     18,                 1.2824,                 1.4423,                 1.1213,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097596,              0.0097596,              0.0097596
                     19,                  1.343,                 1.4605,                 1.1126,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097454,              0.0097454,              0.0097454
                     20,                 1.3699,                 1.5665,                 1.1531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097313,              0.0097313,              0.0097313
                     21,                 1.2095,                  1.355,                 1.1065,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097171,              0.0097171,              0.0097171
                     22,                 1.2643,                 1.3628,                 1.1508,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009703,               0.009703,               0.009703
                     23,                 1.2789,                  1.412,                 1.1759,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0096889,              0.0096889,              0.0096889
                     24,                 1.1422,                 1.1823,                 1.0713,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0096747,              0.0096747,              0.0096747
                     25,                 1.2007,                  1.176,                 1.1075,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0096606,              0.0096606,              0.0096606
                     26,                 1.2421,                 1.3274,                 1.1671,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0096464,              0.0096464,              0.0096464
                     27,                 1.1312,                 1.2691,                 1.0633,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0096323,              0.0096323,              0.0096323
                     28,                 1.1148,                 1.0751,                 1.0069,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0096181,              0.0096181,              0.0096181
                     29,                 1.1289,                 1.2741,                 1.1344,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009604,               0.009604,               0.009604
                     30,                 1.1269,                 1.2046,                 1.0778,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0095899,              0.0095899,              0.0095899
                     31,                 1.1884,                 1.1297,                 1.0826,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0095757,              0.0095757,              0.0095757
                     32,                 1.2985,                 1.3725,                 1.2279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0095616,              0.0095616,              0.0095616
                     33,                 1.2967,                 1.2838,                 1.1472,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0095474,              0.0095474,              0.0095474
                     34,                 1.0957,                 1.0694,                 1.0575,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0095333,              0.0095333,              0.0095333
                     35,                 1.1809,                 1.2914,                 1.1584,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0095191,              0.0095191,              0.0095191
                     36,                 1.0688,                 1.0906,                 1.0298,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009505,               0.009505,               0.009505
                     37,                  1.152,                 1.1691,                  1.111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0094909,              0.0094909,              0.0094909
                     38,                 1.1564,                  1.149,                 1.1112,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0094767,              0.0094767,              0.0094767
                     39,                 1.1348,                 1.1903,                  1.115,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0094626,              0.0094626,              0.0094626
                     40,                 1.1918,                  1.294,                 1.1228,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0094484,              0.0094484,              0.0094484
                     41,                 1.1287,                 1.1117,                 1.0799,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0094343,              0.0094343,              0.0094343
                     42,                 1.1742,                 1.2371,                 1.1388,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0094201,              0.0094201,              0.0094201
                     43,                 1.0958,                 1.0618,                 1.0385,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009406,               0.009406,               0.009406
                     44,                 1.0596,                  1.005,                 1.0789,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093919,              0.0093919,              0.0093919
                     45,                 1.1526,                 1.0869,                 1.0738,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093777,              0.0093777,              0.0093777
                     46,                 1.2009,                 1.2203,                 1.1454,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093636,              0.0093636,              0.0093636
                     47,                 1.1011,                 1.0229,                 1.0629,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093494,              0.0093494,              0.0093494
                     48,                  1.079,                 1.0402,                 1.0227,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093353,              0.0093353,              0.0093353
                     49,                 1.0446,                 1.0414,                 1.0315,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093211,              0.0093211,              0.0093211
                     50,                 1.0918,                 1.1665,                 1.0647,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009307,               0.009307,               0.009307
                     51,                 1.0858,                 1.1007,                 1.0631,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0092929,              0.0092929,              0.0092929
                     52,                 1.0696,                   1.12,                 1.0702,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0092787,              0.0092787,              0.0092787
                     53,                 1.0709,                 0.9726,                 1.0589,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0092646,              0.0092646,              0.0092646
                     54,                 1.1182,                 1.0432,                 1.1266,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0092504,              0.0092504,              0.0092504
                     55,                 1.0099,                0.92827,                 1.0055,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0092363,              0.0092363,              0.0092363
                     56,                 1.0263,                0.95693,                 1.0325,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0092221,              0.0092221,              0.0092221
                     57,                 1.0651,                0.96358,                 1.0337,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009208,               0.009208,               0.009208
                     58,                 1.0314,                0.91355,                 1.0291,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091939,              0.0091939,              0.0091939
                     59,                  1.109,                 1.0525,                 1.0489,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091797,              0.0091797,              0.0091797
                     60,                 1.1016,                 1.2501,                 1.0859,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091656,              0.0091656,              0.0091656
                     61,                 1.0693,                0.97167,                 1.0928,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091514,              0.0091514,              0.0091514
                     62,                0.99736,                0.86686,                 1.0037,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091373,              0.0091373,              0.0091373
                     63,                0.99482,                 1.0479,                 1.0184,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091231,              0.0091231,              0.0091231
