                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.93466,                0.78421,                0.97981,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033713,              0.0033713,              0.0033713
                     79,                0.93525,                0.88678,                0.98214,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032852,              0.0032852,              0.0032852
                     80,                0.96839,                0.79617,                0.97485,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031991,              0.0031991,              0.0031991
                     81,                0.93212,                0.69672,                0.95003,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003113,               0.003113,               0.003113
                     82,                0.84285,                0.70714,                0.90502,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003027,               0.003027,               0.003027
                     83,                0.93621,                0.75844,                0.95694,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029409,              0.0029409,              0.0029409
                     84,                0.91007,                0.78256,                 1.0076,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028548,              0.0028548,              0.0028548
                     85,                0.86997,                 0.6609,                0.89669,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027687,              0.0027687,              0.0027687
                     86,                0.87862,                0.68434,                 0.9406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026826,              0.0026826,              0.0026826
                     87,                0.89914,                0.71337,                0.95611,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025965,              0.0025965,              0.0025965
                     88,                 0.9401,                0.74973,                 1.0027,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025104,              0.0025104,              0.0025104
                     89,                0.86586,                0.69352,                0.93851,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024243,              0.0024243,              0.0024243
                     90,                 0.9193,                0.66865,                0.96844,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023383,              0.0023383,              0.0023383
                     91,                0.89228,                0.75529,                0.97976,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022522,              0.0022522,              0.0022522
                     92,                0.84585,                0.64586,                0.89829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021661,              0.0021661,              0.0021661
                     93,                0.89092,                0.66014,                0.95942,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00208,                0.00208,                0.00208
                     94,                 0.9359,                0.76997,                 1.0086,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019939,              0.0019939,              0.0019939
                     95,                0.79021,                 0.5831,                0.88975,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019078,              0.0019078,              0.0019078
                     96,                0.88138,                0.64868,                0.95763,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018217,              0.0018217,              0.0018217
                     97,                0.86421,                 0.7125,                0.94305,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017357,              0.0017357,              0.0017357
                     98,                 0.9593,                 0.9325,                 1.0307,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016496,              0.0016496,              0.0016496
                     99,                0.86019,                 0.6585,                0.96829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015635,              0.0015635,              0.0015635
                    100,                0.83701,                0.62446,                0.96243,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014774,              0.0014774,              0.0014774
                    101,                0.80392,                0.60331,                0.92025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013913,              0.0013913,              0.0013913
                    102,                0.75817,                0.59216,                0.84932,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013052,              0.0013052,              0.0013052
                    103,                0.83153,                0.60976,                0.94248,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012191,              0.0012191,              0.0012191
                    104,                 0.8221,                0.58404,                0.88481,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001133,               0.001133,               0.001133
                    105,                0.78519,                0.57565,                0.89319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001047,               0.001047,               0.001047
                    106,                0.79198,                0.63468,                0.89791,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096087,             0.00096087,             0.00096087
                    107,                0.79161,                0.60954,                0.96269,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087478,             0.00087478,             0.00087478
                    108,                0.77561,                0.63645,                0.89705,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007887,              0.0007887,              0.0007887
                    109,                0.73852,                0.57578,                0.89274,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00070261,             0.00070261,             0.00070261
                    110,                0.74957,                0.57341,                0.86657,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061652,             0.00061652,             0.00061652
                    111,                0.79741,                0.59648,                0.94633,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00053043,             0.00053043,             0.00053043
                    112,                0.79458,                0.61197,                 0.9301,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044435,             0.00044435,             0.00044435
                    113,                0.74822,                0.55674,                0.88244,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035826,             0.00035826,             0.00035826
                    114,                 0.6908,                0.54123,                0.84824,                0.94062,                0.91327,                0.94621,                0.79262,                0.72265,                 0.4797,                0.87014,             0.00027217,             0.00027217,             0.00027217
